"wvsccode","wave","year","aj","age","collegeed","female","unemployed","ideology","satisfinancial","postma4","cai","trustmostpeople","godimportant","respectauthority","nationalpride"
840,4,1999,1,28,0,0,0,8,7,0,1,0,10,1,0
840,4,1999,1,44,0,0,0,5,5,0,0,0,10,-1,1
840,4,1999,5,30,0,0,0,5,4,0,1,1,1,-1,1
840,4,1999,1,18,0,0,0,6,10,1,1,1,7,0,0
840,4,1999,5,18,0,0,0,6,8,,1,0,8,1,0
840,4,1999,5,30,0,0,0,2,2,0,2,0,10,1,1
840,4,1999,10,40,0,1,0,10,6,0,1,0,5,0,0
840,4,1999,1,38,1,0,0,5,4,1,-1,0,,1,0
840,4,1999,5,65,0,0,0,5,7,0,-1,1,10,1,1
840,4,1999,1,68,0,1,0,3,7,0,0,1,10,1,1
840,4,1999,10,35,0,0,0,6,8,0,0,0,10,-1,1
840,4,1999,1,48,1,1,0,2,4,1,-1,1,10,1,0
840,4,1999,1,32,0,1,0,5,6,0,-1,0,10,1,1
840,4,1999,1,72,1,1,0,2,8,0,-1,1,10,1,1
840,4,1999,5,37,0,1,0,5,9,0,0,1,5,1,1
840,4,1999,5,21,0,1,1,7,5,0,2,0,10,1,1
840,4,1999,6,20,0,1,0,4,5,0,-1,0,10,0,0
840,4,1999,1,80,0,0,0,5,10,0,0,0,10,-1,1
840,4,1999,6,30,0,0,0,5,5,0,1,0,1,1,0
840,4,1999,5,51,0,1,0,5,7,0,0,0,8,1,0
840,4,1999,6,22,0,1,0,6,4,0,0,0,10,1,1
840,4,1999,8,24,0,1,0,8,7,0,-1,1,10,0,1
840,4,1999,,29,0,0,0,6,1,0,0,0,10,1,1
840,4,1999,1,20,0,0,0,1,9,0,-1,0,10,1,1
840,4,1999,1,34,1,0,0,7,7,0,0,1,10,1,1
840,4,1999,1,27,0,1,1,9,10,1,-2,0,10,1,1
840,4,1999,5,64,0,1,0,8,9,0,1,1,10,1,0
840,4,1999,6,42,0,1,0,4,7,0,-1,0,10,0,1
840,4,1999,3,28,0,1,1,3,2,0,0,1,10,1,1
840,4,1999,4,51,1,1,0,5,3,0,1,0,10,-1,0
840,4,1999,1,26,0,1,0,,5,1,-1,0,10,1,1
840,4,1999,4,29,0,1,0,6,8,0,-1,0,10,1,1
840,4,1999,5,43,0,1,0,5,6,0,1,0,10,1,1
840,4,1999,1,58,0,0,0,6,7,0,0,0,8,1,1
840,4,1999,1,39,1,1,0,10,7,-1,-1,0,10,1,1
840,4,1999,2,38,1,0,0,8,9,0,-1,0,10,1,1
840,4,1999,2,38,0,1,0,3,6,0,1,1,10,1,0
840,4,1999,1,74,0,1,0,8,10,0,-1,0,8,1,1
840,4,1999,1,58,0,1,0,,8,0,0,1,1,1,1
840,4,1999,6,68,0,1,0,5,10,0,0,1,10,1,1
840,4,1999,3,20,0,1,0,5,8,0,1,0,10,0,1
840,4,1999,1,34,0,1,0,9,9,0,-1,0,10,1,0
840,4,1999,5,38,1,0,0,5,8,0,0,1,10,-1,1
840,4,1999,8,28,1,1,0,7,6,0,1,1,6,1,1
840,4,1999,1,64,0,0,0,7,7,0,2,0,8,1,1
840,4,1999,4,65,0,1,0,5,10,0,2,1,5,1,1
840,4,1999,6,27,0,0,0,,7,0,-2,0,10,0,0
840,4,1999,8,49,1,1,0,5,7,0,2,0,9,1,0
840,4,1999,1,64,1,1,0,5,4,1,-1,0,10,1,1
840,4,1999,8,70,1,0,0,4,8,1,1,1,2,0,1
840,4,1999,2,49,1,0,0,5,4,-1,0,1,10,1,0
840,4,1999,1,60,0,1,0,6,8,0,1,0,10,1,1
840,4,1999,6,78,0,0,0,6,8,0,0,0,7,1,1
840,4,1999,6,61,1,1,1,5,6,0,1,1,10,1,1
840,4,1999,10,40,0,1,0,6,8,0,2,0,8,1,1
840,4,1999,2,24,0,0,0,5,6,1,-2,0,8,0,1
840,4,1999,5,41,0,1,0,5,6,0,0,0,3,1,1
840,4,1999,1,56,1,1,0,7,7,0,0,0,10,0,0
840,4,1999,6,45,1,1,0,6,5,0,-1,1,10,0,1
840,4,1999,6,35,0,0,0,6,6,0,-1,0,10,1,0
840,4,1999,4,51,0,0,0,5,6,0,0,0,3,1,0
840,4,1999,7,57,0,1,0,5,5,0,0,0,10,0,1
840,4,1999,3,59,0,1,0,5,8,1,0,1,10,1,1
840,4,1999,8,64,0,0,0,7,8,0,1,0,7,1,1
840,4,1999,9,51,1,0,0,4,8,1,-2,1,10,0,0
840,4,1999,8,31,1,0,0,5,5,-1,2,0,9,0,1
840,4,1999,9,23,0,1,0,5,1,0,1,0,7,1,0
840,4,1999,3,49,1,1,0,5,10,0,0,1,10,0,1
840,4,1999,,32,0,1,0,5,5,,0,0,10,1,1
840,4,1999,5,36,1,0,0,5,5,-1,2,0,8,1,1
840,4,1999,1,56,0,1,0,6,8,0,0,1,10,1,1
840,4,1999,4,50,1,0,0,5,9,0,2,0,10,0,0
840,4,1999,5,57,0,1,0,9,10,0,0,0,10,0,1
840,4,1999,8,18,0,1,0,6,7,0,-1,0,10,1,0
840,4,1999,10,55,1,0,0,4,9,0,2,1,1,1,0
840,4,1999,7,51,0,0,0,5,5,0,0,1,8,1,1
840,4,1999,2,42,1,0,0,5,5,0,-1,1,10,0,1
840,4,1999,1,42,0,0,0,5,6,1,0,0,10,1,1
840,4,1999,8,51,0,0,0,6,8,1,2,1,8,1,1
840,4,1999,5,34,0,0,0,5,5,0,2,0,4,1,0
840,4,1999,10,43,1,1,0,5,6,0,1,1,5,-1,0
840,4,1999,6,49,1,1,0,5,4,0,0,1,6,1,0
840,4,1999,8,49,1,1,0,4,4,0,2,0,10,1,1
840,4,1999,1,35,0,1,0,5,1,0,0,0,10,0,1
840,4,1999,10,22,0,1,0,5,10,1,-1,0,10,1,1
840,4,1999,7,49,1,0,0,6,8,0,1,1,8,1,1
840,4,1999,6,35,0,0,0,5,3,0,0,0,10,1,1
840,4,1999,8,42,1,1,0,6,6,0,0,1,6,1,1
840,4,1999,5,40,1,1,0,7,6,0,1,0,6,1,0
840,4,1999,5,43,0,0,0,6,5,1,2,1,5,1,1
840,4,1999,1,32,0,1,0,5,7,1,0,0,10,1,1
840,4,1999,6,22,0,0,0,7,8,1,1,1,5,1,1
840,4,1999,6,28,1,0,0,10,9,-1,-2,0,10,1,1
840,4,1999,7,33,1,1,0,7,8,1,2,0,10,1,1
840,4,1999,10,21,1,1,0,6,7,0,-1,0,3,-1,1
840,4,1999,10,22,0,0,0,1,7,0,0,0,6,1,1
840,4,1999,7,42,1,1,0,8,7,0,0,0,6,1,1
840,4,1999,3,23,1,1,1,8,10,-1,1,0,2,-1,0
840,4,1999,10,51,1,0,0,5,6,0,0,0,10,1,1
840,4,1999,1,65,0,1,1,6,8,1,1,1,10,1,1
840,4,1999,4,24,0,0,0,6,7,1,1,0,9,1,1
840,4,1999,5,21,0,1,0,5,5,0,1,0,1,0,1
840,4,1999,10,52,1,1,0,5,1,1,2,0,6,1,0
840,4,1999,1,44,0,1,0,8,4,0,1,1,10,0,1
840,4,1999,1,30,0,1,0,7,5,0,-1,0,7,1,0
840,4,1999,1,34,0,1,0,6,10,0,1,0,10,1,1
840,4,1999,1,31,0,0,0,9,5,1,-1,0,10,0,1
840,4,1999,9,23,1,1,0,7,4,0,0,0,2,0,0
840,4,1999,8,57,1,1,0,3,3,0,-1,0,3,0,0
840,4,1999,8,51,0,1,0,6,9,0,1,1,1,1,1
840,4,1999,7,46,0,1,0,6,6,0,0,1,10,1,1
840,4,1999,8,40,0,1,0,5,9,1,2,1,1,1,0
840,4,1999,6,28,1,0,0,9,9,1,2,1,9,1,1
840,4,1999,7,49,0,1,0,8,8,0,1,1,10,1,1
840,4,1999,4,58,1,0,0,8,8,-1,-1,1,10,1,1
840,4,1999,1,71,0,1,0,8,8,1,0,1,10,1,1
840,4,1999,10,65,1,1,0,4,10,1,1,1,3,0,1
840,4,1999,5,61,0,0,0,5,8,1,2,1,7,1,1
840,4,1999,4,53,0,1,0,5,8,0,2,1,7,1,1
840,4,1999,2,38,0,1,0,5,4,-1,1,,10,1,1
840,4,1999,1,25,0,0,0,10,10,0,-1,0,10,1,1
840,4,1999,6,43,0,1,0,5,3,0,0,0,8,0,1
840,4,1999,4,19,1,1,0,5,5,0,2,0,6,0,0
840,4,1999,6,49,0,0,0,5,2,1,1,0,1,0,0
840,4,1999,9,45,0,1,0,5,8,0,2,1,8,1,1
840,4,1999,10,48,1,1,0,5,6,0,2,0,4,-1,0
840,4,1999,7,67,0,1,0,7,8,0,2,1,10,1,1
840,4,1999,1,72,1,1,0,8,10,0,1,1,9,1,1
840,4,1999,6,32,0,1,0,6,10,0,1,1,10,1,1
840,4,1999,7,39,1,1,0,6,8,1,-1,1,10,1,1
840,4,1999,9,47,1,1,0,5,8,0,2,1,1,1,1
840,4,1999,5,42,1,1,0,1,1,0,1,1,7,1,0
840,4,1999,1,45,0,1,0,5,8,0,1,0,10,1,0
840,4,1999,6,18,0,0,0,6,10,0,1,0,10,1,1
840,4,1999,1,50,0,1,0,6,7,0,0,0,10,1,0
840,4,1999,3,36,0,1,1,6,9,0,1,0,8,1,1
840,4,1999,8,39,0,1,0,6,5,0,-2,0,10,1,0
840,4,1999,10,24,0,0,0,7,4,0,2,0,3,0,0
840,4,1999,10,25,0,0,0,6,8,0,2,0,1,0,1
840,4,1999,1,50,0,1,0,3,1,1,-1,1,10,1,1
840,4,1999,6,67,1,0,0,5,9,1,2,1,5,-1,1
840,4,1999,4,40,1,0,0,7,9,0,-1,0,10,1,1
840,4,1999,1,82,0,1,0,,10,0,-2,0,10,1,1
840,4,1999,6,25,1,1,0,5,1,1,1,1,6,1,1
840,4,1999,6,20,1,1,0,4,6,1,1,1,3,0,0
840,4,1999,4,63,0,1,0,7,8,0,-2,1,10,1,1
840,4,1999,10,49,0,0,0,3,10,1,2,0,10,1,0
840,4,1999,5,26,1,0,0,3,8,0,1,0,5,1,1
840,4,1999,5,24,0,0,0,7,6,0,2,0,5,1,0
840,4,1999,6,37,1,1,0,6,8,0,-1,1,10,0,1
840,4,1999,9,31,0,0,0,3,7,1,2,0,10,-1,1
840,4,1999,1,62,0,0,0,1,10,1,1,0,8,1,1
840,4,1999,10,45,0,0,0,3,5,0,1,0,5,1,1
840,4,1999,2,79,0,0,0,4,10,0,0,1,8,1,1
840,4,1999,2,65,0,1,0,8,2,1,0,0,10,1,1
840,4,1999,3,35,0,1,0,4,3,0,2,0,10,1,1
840,4,1999,1,35,0,0,0,3,5,0,2,0,10,1,1
840,4,1999,2,41,1,0,0,9,7,-1,0,1,8,1,1
840,4,1999,1,33,0,0,0,4,2,0,-1,0,10,1,1
840,4,1999,7,52,1,0,0,3,8,0,1,1,1,0,1
840,4,1999,1,38,0,1,0,6,7,-1,0,1,10,1,1
840,4,1999,4,36,0,1,1,,3,0,2,1,10,1,0
840,4,1999,2,69,1,0,0,6,10,1,-2,1,10,1,1
840,4,1999,5,37,1,0,0,5,8,0,0,0,9,1,0
840,4,1999,1,25,0,0,0,6,5,0,-1,0,10,1,1
840,4,1999,10,29,1,0,1,1,7,1,2,1,3,0,0
840,4,1999,5,22,0,0,0,6,4,0,0,0,10,1,1
840,4,1999,5,40,0,1,0,5,7,0,1,1,8,1,0
840,4,1999,5,24,0,1,0,5,7,,0,0,10,1,1
840,4,1999,2,45,1,0,0,5,7,1,1,1,7,0,1
840,4,1999,1,42,0,1,0,6,10,-1,-2,0,10,-1,0
840,4,1999,2,39,1,1,0,6,6,1,0,0,10,1,0
840,4,1999,2,51,,1,0,8,5,0,-2,1,10,1,1
840,4,1999,5,18,0,1,0,,5,0,0,0,10,1,
840,4,1999,5,29,0,1,0,,5,0,1,0,5,1,1
840,4,1999,1,53,0,1,0,,7,0,-1,1,10,1,
840,4,1999,5,51,0,1,0,9,6,0,-1,0,8,1,1
840,4,1999,1,34,1,1,0,5,6,0,1,0,8,1,1
840,4,1999,1,51,0,0,0,7,4,0,0,0,10,1,1
840,4,1999,4,65,0,1,0,8,1,-1,2,0,10,1,1
840,4,1999,4,24,1,1,0,8,7,0,0,0,10,1,1
840,4,1999,4,57,1,0,1,8,2,0,-1,0,10,0,1
840,4,1999,1,62,0,1,0,3,9,0,-1,0,10,1,1
840,4,1999,2,23,0,0,0,8,5,0,-2,0,10,1,0
840,4,1999,8,37,0,1,0,5,6,-1,-1,0,8,1,0
840,4,1999,5,58,1,1,0,8,9,0,1,1,10,0,1
840,4,1999,2,46,0,1,0,6,6,0,2,1,10,0,1
840,4,1999,6,20,0,0,0,5,7,0,2,0,10,1,1
840,4,1999,5,21,0,0,0,7,8,0,-1,0,7,0,1
840,4,1999,1,50,1,1,0,6,8,0,0,1,10,1,1
840,4,1999,8,30,0,1,0,6,8,0,1,0,10,1,0
840,4,1999,6,57,0,1,0,6,7,0,2,0,10,0,0
840,4,1999,9,52,0,0,0,6,7,0,1,1,1,1,0
840,4,1999,6,36,0,1,0,5,7,0,0,1,9,1,0
840,4,1999,7,22,0,1,0,6,10,0,1,0,10,0,1
840,4,1999,6,39,1,1,0,8,6,0,2,0,9,1,1
840,4,1999,1,67,0,1,0,5,10,0,0,1,10,0,1
840,4,1999,7,54,1,0,0,7,8,0,0,1,4,0,0
840,4,1999,8,45,1,1,0,5,7,0,1,0,9,1,0
840,4,1999,4,49,1,0,0,6,8,1,2,0,8,0,0
840,4,1999,1,25,0,0,0,6,4,0,0,0,10,1,0
840,4,1999,1,62,0,1,0,8,10,-1,-2,0,10,1,1
840,4,1999,6,42,0,1,0,6,3,0,1,0,6,1,1
840,4,1999,1,28,0,1,0,5,8,0,1,0,9,1,0
840,4,1999,1,28,0,1,0,5,6,0,0,1,10,1,1
840,4,1999,5,39,0,1,0,9,8,0,0,0,7,1,1
840,4,1999,1,31,0,1,0,6,8,0,0,1,10,1,1
840,4,1999,1,53,0,1,0,6,6,0,0,0,10,1,1
840,4,1999,5,23,0,0,0,5,7,1,0,0,8,1,0
840,4,1999,5,38,0,0,0,6,7,-1,-1,1,10,0,1
840,4,1999,7,33,0,0,0,7,8,-1,0,1,10,1,1
840,4,1999,1,79,0,1,0,5,1,0,0,0,10,1,1
840,4,1999,1,45,0,1,0,5,6,-1,-2,0,10,1,1
840,4,1999,1,40,0,1,0,5,5,-1,0,0,10,1,1
840,4,1999,5,38,0,0,1,5,1,0,1,0,10,0,1
840,4,1999,1,49,0,1,0,5,6,-1,-1,0,10,1,1
840,4,1999,5,29,0,1,1,5,4,0,1,0,10,1,1
840,4,1999,1,48,0,0,0,7,1,0,0,0,10,1,1
840,4,1999,5,55,1,1,0,7,4,-1,-2,0,10,1,1
840,4,1999,1,35,1,1,0,9,6,0,-2,0,10,1,1
840,4,1999,,56,0,1,0,5,1,0,0,1,10,1,1
840,4,1999,1,40,0,1,0,5,2,1,-2,1,10,1,1
840,4,1999,1,38,0,1,0,6,5,0,-2,0,10,1,1
840,4,1999,6,55,1,0,0,7,8,0,0,1,10,0,1
840,4,1999,1,56,1,1,0,6,10,0,0,0,10,1,1
840,4,1999,3,18,1,1,0,5,5,1,0,0,10,1,0
840,4,1999,1,74,0,1,0,5,10,0,0,1,10,1,1
840,4,1999,7,31,1,1,0,6,9,-1,-2,1,2,1,1
840,4,1999,1,59,0,1,0,8,9,0,0,1,10,1,1
840,4,1999,1,57,0,1,0,,10,,-2,0,10,1,1
840,4,1999,6,35,0,1,0,5,8,0,1,0,5,1,1
840,4,1999,5,47,1,1,0,8,3,1,1,1,1,1,1
840,4,1999,6,49,1,1,0,7,9,1,0,1,10,1,1
840,4,1999,6,36,0,1,0,3,9,-1,-1,0,10,1,1
840,4,1999,7,28,0,1,0,8,7,0,2,1,10,0,1
840,4,1999,1,32,0,1,1,6,1,0,0,0,10,1,1
840,4,1999,8,19,0,0,1,7,5,0,2,1,4,0,0
840,4,1999,5,30,0,1,0,5,3,1,1,0,5,0,1
840,4,1999,8,49,1,1,0,3,6,1,0,0,9,1,1
840,4,1999,6,20,0,1,0,5,5,0,2,1,8,0,0
840,4,1999,8,18,0,0,0,8,6,0,2,1,10,1,1
840,4,1999,7,26,0,1,0,1,10,0,1,0,10,1,1
840,4,1999,5,41,1,0,0,3,4,0,1,0,10,1,0
840,4,1999,3,39,0,1,0,5,4,0,0,0,10,1,1
840,4,1999,10,37,0,1,0,8,5,0,1,1,10,0,0
840,4,1999,10,31,1,1,0,8,3,0,2,0,10,0,1
840,4,1999,3,40,1,1,0,7,9,0,0,1,10,0,1
840,4,1999,10,27,0,1,0,,5,1,2,1,2,1,1
840,4,1999,1,18,0,1,0,9,8,1,0,0,10,0,1
840,4,1999,1,45,0,0,0,5,6,0,1,0,10,-1,1
840,4,1999,1,19,0,0,1,,8,0,0,0,5,0,1
840,4,1999,1,36,0,1,0,6,6,1,-1,0,10,0,1
840,4,1999,1,18,0,0,0,5,7,0,-1,0,9,1,0
840,4,1999,6,18,0,0,1,5,8,0,2,0,8,1,1
840,4,1999,3,41,0,1,1,7,7,,-1,0,10,1,1
840,4,1999,5,18,0,1,0,5,10,0,1,0,6,1,1
840,4,1999,1,32,0,1,0,5,7,0,0,0,10,1,1
840,4,1999,3,54,0,1,0,9,7,-1,-1,1,9,1,1
840,4,1999,1,49,0,1,0,,6,1,1,0,10,1,1
840,4,1999,1,19,0,1,0,5,9,1,-1,0,10,1,0
840,4,1999,1,77,0,0,0,6,6,0,0,1,10,0,1
840,4,1999,1,20,0,1,0,1,1,0,0,0,10,1,1
840,4,1999,2,23,1,0,1,9,10,0,1,0,10,1,1
840,4,1999,1,48,1,1,0,7,7,0,0,1,10,1,1
840,4,1999,3,39,0,1,0,6,7,0,2,1,10,1,1
840,4,1999,4,28,0,0,0,4,7,-1,0,1,10,1,1
840,4,1999,1,51,0,0,0,6,6,1,0,0,10,0,1
840,4,1999,1,49,0,1,0,10,1,0,1,0,10,1,1
840,4,1999,1,24,0,1,0,,3,0,-2,0,10,1,1
840,4,1999,4,30,0,1,0,,7,0,-1,0,10,0,1
840,4,1999,3,66,0,1,0,6,7,0,0,0,10,1,1
840,4,1999,1,30,0,1,0,5,5,0,0,0,10,1,1
840,4,1999,1,22,0,0,0,5,,0,1,0,10,1,
840,4,1999,10,21,0,0,0,10,7,0,0,1,10,1,1
840,4,1999,8,23,0,0,0,4,9,0,0,0,10,1,0
840,4,1999,4,25,0,1,0,4,7,0,2,0,10,1,1
840,4,1999,1,65,0,1,0,,9,-1,-1,0,10,1,1
840,4,1999,7,21,0,1,0,,7,0,-1,1,10,0,1
840,4,1999,6,56,1,1,0,,4,0,1,0,10,0,1
840,4,1999,5,35,0,1,0,7,1,0,0,0,10,0,0
840,4,1999,6,33,0,1,0,,10,0,1,1,1,0,0
840,4,1999,1,28,0,1,0,6,1,0,1,0,10,,1
840,4,1999,5,19,0,1,0,7,10,0,0,1,7,0,1
840,4,1999,1,38,0,0,0,5,5,1,0,1,10,1,1
840,4,1999,1,18,0,0,0,10,7,-1,0,1,8,0,0
840,4,1999,10,27,0,1,0,5,1,1,-2,1,9,0,1
840,4,1999,6,31,0,1,0,5,5,0,1,0,10,1,0
840,4,1999,1,36,0,1,0,6,10,-1,0,1,10,1,1
840,4,1999,6,43,0,0,1,6,6,0,-1,1,10,0,1
840,4,1999,3,22,0,0,0,5,7,1,2,0,9,0,0
840,4,1999,5,36,0,1,0,6,6,-1,1,0,10,1,1
840,4,1999,2,40,0,1,0,7,8,0,0,0,9,1,1
840,4,1999,8,48,0,0,0,5,4,1,1,0,8,1,1
840,4,1999,1,49,0,1,0,10,8,1,-1,1,10,1,1
840,4,1999,7,38,0,1,0,5,3,0,1,1,10,1,0
840,4,1999,,37,1,1,0,,5,,-1,0,10,0,1
840,4,1999,3,25,1,0,0,,4,,1,0,1,-1,
840,4,1999,6,24,0,1,0,5,5,0,2,0,10,1,1
840,4,1999,6,21,0,1,1,5,5,0,0,0,10,1,1
840,4,1999,6,36,0,1,0,5,7,1,-1,0,10,1,1
840,4,1999,5,72,0,1,0,5,4,0,-1,0,10,1,1
840,4,1999,6,45,1,1,0,7,5,0,-1,0,10,1,1
840,4,1999,8,30,0,1,1,7,9,0,2,1,10,1,1
840,4,1999,6,22,0,1,0,5,7,0,0,0,10,1,1
840,4,1999,2,70,0,1,0,8,3,0,0,1,10,1,1
840,4,1999,2,40,0,0,0,8,7,1,2,,7,1,0
840,4,1999,1,60,0,1,0,6,6,1,-1,0,10,0,1
840,4,1999,6,48,0,0,0,5,8,0,1,0,3,1,0
840,4,1999,10,19,0,0,0,10,5,0,0,0,1,1,1
840,4,1999,5,60,0,0,0,8,10,1,-2,1,8,1,1
840,4,1999,5,44,0,1,0,5,3,0,0,0,10,0,1
840,4,1999,8,45,0,1,0,5,7,1,0,0,10,1,0
840,4,1999,1,36,0,0,0,,8,0,-1,0,9,1,1
840,4,1999,3,38,0,1,0,6,7,0,1,,10,0,0
840,4,1999,1,49,0,0,0,9,7,1,-1,1,10,1,1
840,4,1999,2,19,0,1,0,4,6,1,2,0,9,1,1
840,4,1999,1,75,0,1,0,5,9,0,0,1,10,1,1
840,4,1999,5,38,1,1,0,5,6,0,0,1,10,1,0
840,4,1999,10,27,0,1,0,7,8,1,1,0,9,1,1
840,4,1999,2,19,0,1,0,7,6,0,-1,0,9,1,0
840,4,1999,2,38,1,1,0,9,10,1,0,0,10,0,0
840,4,1999,1,30,0,0,0,5,9,0,-1,0,10,0,1
840,4,1999,5,18,0,1,0,5,6,0,1,0,10,0,1
840,4,1999,6,61,1,0,0,7,8,1,0,0,10,1,1
840,4,1999,1,24,0,1,0,,6,1,0,0,10,1,0
840,4,1999,7,43,0,1,0,6,6,0,-1,0,10,0,1
840,4,1999,4,56,0,1,0,5,6,0,-1,0,10,1,1
840,4,1999,4,49,0,0,0,8,8,0,-2,1,9,1,1
840,4,1999,7,45,1,0,0,4,7,1,0,0,10,0,0
840,4,1999,6,25,1,1,0,7,10,0,0,1,9,1,0
840,4,1999,9,29,1,1,0,7,4,0,-2,1,9,1,1
840,4,1999,10,25,1,1,1,4,3,0,1,1,1,1,0
840,4,1999,3,70,1,0,0,8,10,1,-1,1,10,1,1
840,4,1999,2,24,0,1,0,6,4,1,1,0,10,1,0
840,4,1999,5,44,0,0,0,5,3,0,1,0,10,0,1
840,4,1999,5,47,1,1,0,5,5,0,0,1,10,1,1
840,4,1999,1,40,0,1,0,5,10,0,-1,0,10,1,1
840,4,1999,1,45,0,0,0,8,4,1,-1,0,10,1,1
840,4,1999,5,75,0,0,0,7,7,,0,1,9,1,1
840,4,1999,8,56,0,1,1,5,4,-1,-1,0,10,1,0
840,4,1999,1,20,0,1,0,10,8,0,0,1,10,1,0
840,4,1999,1,52,1,1,0,6,6,0,-1,0,10,1,1
840,4,1999,4,54,0,1,0,8,9,0,2,0,10,1,1
840,4,1999,5,38,0,1,0,5,7,0,-1,1,7,1,0
840,4,1999,5,45,1,1,0,6,8,1,0,0,9,1,1
840,4,1999,3,47,0,0,0,5,8,0,0,0,10,1,1
840,4,1999,5,72,1,1,0,3,10,0,1,1,10,0,1
840,4,1999,8,49,0,0,0,7,1,1,0,0,4,1,1
840,4,1999,3,81,1,0,0,5,8,0,2,0,6,0,0
840,4,1999,6,37,1,1,0,4,2,0,1,1,9,1,0
840,4,1999,4,52,1,0,0,5,6,0,1,1,7,1,0
840,4,1999,4,68,0,1,0,8,10,0,0,1,9,1,0
840,4,1999,8,48,1,1,0,4,6,0,2,0,8,1,0
840,4,1999,7,26,1,1,0,1,1,1,0,1,10,1,1
840,4,1999,1,59,0,0,0,1,8,1,-2,1,10,0,0
840,4,1999,6,35,1,1,0,5,6,-1,0,0,7,1,1
840,4,1999,5,20,0,1,0,3,4,1,2,0,10,1,
840,4,1999,1,72,0,1,0,6,10,-1,-1,1,10,1,1
840,4,1999,1,54,0,1,0,5,1,0,-1,0,10,1,1
840,4,1999,4,18,0,0,0,7,8,1,0,0,10,1,1
840,4,1999,2,57,0,1,1,8,9,-1,-2,0,1,1,0
840,4,1999,8,49,0,0,0,3,10,1,2,1,9,1,1
840,4,1999,3,22,0,0,0,3,7,0,-1,0,10,0,1
840,4,1999,5,60,0,0,0,6,6,1,-1,0,9,0,1
840,4,1999,6,45,1,0,0,6,8,-1,2,0,9,1,1
840,4,1999,3,24,1,0,0,,7,0,-2,0,9,1,0
840,4,1999,6,47,0,0,0,8,7,0,1,0,10,1,1
840,4,1999,3,32,0,1,0,,3,0,0,0,7,1,0
840,4,1999,1,42,1,1,0,,4,,-2,,10,1,
840,4,1999,1,67,0,0,0,10,10,0,-2,0,10,1,1
840,4,1999,5,69,0,1,0,3,4,0,0,1,9,1,1
840,4,1999,7,32,1,1,0,6,4,0,0,1,10,1,1
840,4,1999,1,74,0,0,0,8,5,0,0,0,10,1,0
840,4,1999,5,68,0,1,0,10,8,0,0,0,10,1,1
840,4,1999,1,21,0,1,1,,8,0,-1,0,10,0,0
840,4,1999,1,37,1,0,0,8,9,0,-2,0,10,1,1
840,4,1999,1,50,0,1,0,8,8,1,0,1,8,1,1
840,4,1999,7,25,0,0,0,4,8,1,1,1,4,1,1
840,4,1999,5,86,1,0,0,9,10,1,0,0,9,1,1
840,4,1999,6,43,0,1,0,8,1,0,1,1,9,0,1
840,4,1999,10,18,0,0,0,6,8,1,1,1,6,1,1
840,4,1999,1,35,0,0,0,5,8,0,0,1,7,-1,1
840,4,1999,7,27,0,0,0,7,7,1,0,0,10,1,1
840,4,1999,6,48,0,1,1,5,3,-1,2,0,5,0,0
840,4,1999,3,18,0,1,0,8,7,0,0,1,9,-1,1
840,4,1999,10,23,0,1,0,7,10,0,1,0,6,1,0
840,4,1999,1,67,0,1,0,8,8,0,0,1,10,1,1
840,4,1999,10,32,0,0,0,7,10,-1,0,1,10,1,1
840,4,1999,3,31,0,0,0,3,9,0,1,0,10,-1,0
840,4,1999,1,29,0,1,0,5,7,0,1,0,8,1,1
840,4,1999,6,40,1,0,0,8,6,1,0,0,10,1,1
840,4,1999,1,47,0,1,1,8,6,0,1,1,5,1,1
840,4,1999,8,38,0,1,0,6,7,-1,2,1,6,1,1
840,4,1999,8,19,0,1,0,4,7,0,2,0,7,1,1
840,4,1999,5,21,0,1,1,5,7,0,0,1,1,1,1
840,4,1999,9,21,0,1,0,4,8,0,2,0,10,0,0
840,4,1999,9,43,1,0,0,8,6,0,0,0,10,0,1
840,4,1999,6,25,0,1,0,7,6,0,1,0,10,1,1
840,4,1999,1,44,0,0,0,6,3,0,0,0,10,,1
840,4,1999,9,18,0,0,0,5,4,-1,0,0,6,0,1
840,4,1999,8,44,0,0,0,7,8,0,1,0,2,0,0
840,4,1999,3,30,0,0,0,5,9,0,0,1,10,1,1
840,4,1999,4,40,0,0,0,7,8,-1,0,1,6,0,1
840,4,1999,5,32,1,0,0,5,7,0,2,1,3,0,1
840,4,1999,1,64,0,1,0,5,1,0,-1,0,10,1,1
840,4,1999,8,22,0,0,1,6,4,0,1,0,3,1,1
840,4,1999,5,22,1,1,1,4,5,0,2,0,9,1,1
840,4,1999,10,22,0,0,0,2,7,1,-1,1,7,1,0
840,4,1999,1,76,0,0,0,,9,0,-1,0,10,1,1
840,4,1999,4,33,1,1,0,8,9,0,0,1,10,1,0
840,4,1999,10,28,0,0,0,2,6,1,2,1,7,-1,0
840,4,1999,1,56,0,1,0,6,1,0,0,0,10,-1,1
840,4,1999,1,56,0,1,0,6,10,-1,0,1,,1,
840,4,1999,2,48,0,1,0,6,3,1,1,0,10,1,0
840,4,1999,1,46,0,0,0,9,8,0,1,0,10,1,1
840,4,1999,5,71,1,0,0,6,8,1,1,1,6,1,1
840,4,1999,1,62,0,0,0,5,8,0,1,0,10,1,1
840,4,1999,9,26,1,1,1,3,4,0,0,0,2,0,0
